FBdate,FBnews,FBsource
09/09/11,DJ pressetext.de: Social Media: Medienmacht der Verbraucher steigt - Klein- und Mittelst_ndler verpassen Chancen auf Facebook und Co,DJPA
09/08/11,Facebook Commerce Evolves with New Version of Payvment,BW
09/08/11,DJ pressetext.de: Bankr_uber Ÿber Facebook ausgeforscht - Verd_chtiger stellt Foto mit 100-Dollar-Noten online,DJPA
09/07/11,DJ pressetext.de: 15 Prozent aller Facebook-Videos infiziert - &34;Likejacking&34; macht Malware-Sites bekannt,DJPA
09/05/11,DJ pressetext.de: Gesichtserkennung soll Marketing revolutionieren - Adidas und Kraft machen neue Technologie marktf_hig,DJPA
09/05/11,DJ pressetext.de: DatenschŸtzer gef_hrden deutsche Unternehmen - Experte: &34;Thilo-Weichert-Debatte Sargnagel fŸr digitale Wirtschaft&34;,DJPA
09/05/11,DJ pressetext.de: Website soll IT-Fachkr_fte anlocken - Technologie-Region Karlsruhe wird auf Nerd-Zone vorgestellt,DJPA
09/05/11,"DJ pressetext.de: Facebook: Jesus avanciert zum Quotenkaiser - Jesus Daily, Jesus Christ und Dios es bueno unter den Top-10",DJPA
09/01/11,UmeNow: Facebook's Worst Nightmare Is Unleashed,PRN
09/01/11,Facebook Fan Exclusive No Limit Hold'em Poker Tournament Returns to Commerce Casino on September 16 ,INW
09/01/11,DJ pressetext.de: Pakistan verbietet VPN-VerschlŸsselung - Anonymes Surfen wird unm_glich - Zensurverdacht,DJPA
08/29/11,Dr. Wigoda Kicks Off Facebook Beauty and Cosmetic Surgery Sweepstakes,PRN
08/25/11,DJ pressetext.de: Facebook und Twitter gegen Zensur von Social Media - Britische Regierung rudert nach Ausschreitungen zurŸck,DJPA
08/19/11,Commerce Casino's Popular 17-Day Hold 'Em Series Begins August 31st ,INW
08/19/11,OBJE Offers Sneak Peek at New Accessories on Facebook,BW
08/18/11,T-Mobile Celebrates Value with Special Promotions,BW
08/18/11,Flashinghurts.com Gets Dedicated Facebook Fan Page,PMZ
08/18/11,DJ pressetext.de: Immer mehr User lassen Facebook links liegen - 15 Prozent weniger Aktivit_t in den USA,DJPA
08/17/11,DJ pressetext.de: Fu§ball erstmals live bei Facebook - Budweiser streamt FA-Cup-Spiel,DJPA
08/16/11,DJ pressetext.de: Facebook stellt Werbeindustrie Daten zur VerfŸgung - Kooperation mit Nielsen bietet Wirtschaft neue M_glichkeiten,DJPA
08/12/11,DJ pressetext.de: Google+ will mit Spielen und Kochshow punkten - Plattform fordert Konkurrenz mit neuen M_glichkeiten heraus,DJPA
08/12/11,DJ pressetext.de: Nutzerverhalten bei Facebook & Co. spielt Online-Kriminellen in die H_nde - G Data Studie zeigt riskantes Anwenderverhalten in sozialen Netzwerken,DJPA
08/10/11,DJ pressetext.de: Facebook sperrt Gef_ngnisinsassen aus - L_schen aktiver Accounts soll Online-Drohungen unterbinden,DJPA
08/09/11,Incorporating Facebook into Public Relations Strategies,PRN
08/05/11,"Word Up!: Zynga Spells ""F-U-N"" and ""A-C-C-E-S-S-I-B-L-E"" with the Launch of Words With Friends on Facebook",BW
08/05/11,DJ pressetext.de: Klambt bastelt soziales Netzwerk fŸr Haustiere - Zeitschriftenverlag entwickelt &34;my social petwork&34;,DJPA
08/04/11,Get a Google Engineer to Develop Your App,PRN
08/02/11,DJ pressetext.de: Fremdenidentifizierung Ÿber soziale Netzwerke - Gesichtserkennung erm_glicht tiefen Einblick in Privatsph_re,DJPA
07/25/11,Five Small Businesses Win Digital Facelift from American Express OPEN at Facebook¨,BW
07/25/11,Endeca and Facebook to Host Webinar on the Social Network's Growing Impact on Retailers' eCommerce Strategies,BW
07/25/11,DJ pressetext.de: Facebook: iPad-App ist aufgetaucht - Student entdeckte ihr &34;Versteck&34; in der iPhone-Version,DJPA
07/21/11,"Media Lab Announces ""OpenGraph"" Support for Facebook ",INW
07/21/11,Wines of Chile USA Launches Terroir Hunting Game for Facebook,PMZ
07/20/11,"Facebook IPO to be Delayed, Private Stock Trades in Jeopardy: Report",PRN
07/20/11,DJ pressetext.de: Facebook fŸr viele User Top-Newsquelle - Status-Updates machen Online-Freunde zu Meinungsbildnern,DJPA
07/19/11,Gekko Brings Personalized Travel Booking to Facebook: New App Turns Friends' Tips Into Best-Priced Trips,PRN
07/19/11,"DailyFacebookLayouts.com and FacebookLayouts.com Provide Facebook Users With Latest News, Gossip and Facebook Layouts",PRN
07/18/11,AFA's CyberPatriot Launches Facebook Game App,PRN
07/18/11,DJ pressetext.de: Werbeauftritt bei Facebook immer kostspieliger - Hohe Nachfrage macht den Preis - Firmen versch_rfen Jagd auf Fans,DJPA
07/18/11,"Four Partners Join Forces in Creation of an ""Entrepreneurial Exchange""",PRNE
07/15/11,DJ pressetext.de: Google-Gewinn sprudelt kr_ftig - Analyst: &34;Erfolg ist keine †berraschung&34; - Kritiker verstummen,DJPA
07/13/11,"DJ pressetext.de: BBC startet Videoverleih Ÿber Facebook - &34;Doctor Who&34;-Folgen: FŸr 1,06 Euro 48 Stunden lang zug_nglich",DJPA
07/12/11,DJ pressetext.de: Eltern werden bei Facebook wieder zu Teenagern - Verhalten im Social Web l_uft nach den gleichen Mustern,DJPA
07/12/11,Facebook and Time Warner Inc. Team To Expand Bullying Prevention Campaign,BW
07/12/11,Gaming for Good: TVO Launches Honoured Citizen Facebook Game,CNW
07/10/11,DJ pressetext.de: Nahostkonflikt: &34;Friedensgespr_che&34; auf Facebook - Virtueller Dialog soll Israelis und Pal_stinenser einander n_her bringen,DJPA
07/07/11,DJ pressetext.de: Endlich am Ziel: Spotify kŸndigt US-Launch an - Musikdienst kann nach starken Verz_gerungen doch expandieren,DJPA
07/05/11,"Facebook May Help Develop New Health Care Industry after the Creation of the 21st Century ""Health Warranty""",PRN
07/05/11,DJ pressetext.de: Jungjournalisten fordern bessere Bedingungen - Daniel Stahl ruft zur Revolte gegen Sparma§nahmen im Journalismus,DJPA
07/04/11,DJ pressetext.de: Mark Zuckerberg spioniert pers_nlich bei Google+ - Facebook-Chef best_tigt Mitgliedschaft bei der Konkurrenz,DJPA
07/01/11,DJ pressetext.de: Google+ macht Facebook nerv_s - Erster Eindruck des sozialen Netzwerks durchgehend positiv,DJPA
06/30/11,DJ pressetext.de: Social Media Awards: Kleine Ideen ganz gro§ - Agentur Lichtenecker und &34;Die FrŸhstŸckerinnen&34; r_umen Preise ab,DJPA
06/29/11,"Leading Games Agency, Adotomi, Launches Facebook Media Whitepaper",PRN
06/28/11,Facebook Users Still Putting Their Friends at Risk ,INW
06/22/11,TabJuice Announces Most Design Configurable Facebook E-Commerce Solution,BW
06/21/11,DJ pressetext.de: Mediennutzung: Mobile Apps Ÿberholen Internet - 48 Milliarden Downloads bis 2015 - Smartphone-Boom h_lt an,DJPA
06/20/11,Facebook Rising Star Joanna Shields to Headline as IBC2011 Conference Keynote Speaker,PRN
06/17/11,Facebook Pages Attract Online Shoppers to Retailer Sales and Promotions ,INW
06/14/11,Rentabiliweb Qualified by Facebook,PRN
06/14/11,DJ pressetext.de: IT-Jobs: Facebook hat die jŸngsten Mitarbeiter - Alter fŸr Rekrutierung ausschlaggebender als Berufserfahrung,DJPA
06/13/11,DJ pressetext.de: Apple und Facebook fehlten bei E3 - Branchenriesen bei Videospielmesse abwesend,DJPA
06/13/11,SocialCode Unveils Power of Facebook Advertising Through 2012 GOP Presidential Candidate Message Study,BW
06/10/11,DJ pressetext.de: Facebook f_llt bei deutschen Usern in Ungnade - Laufende Skandale drŸcken Imagewerte in den Keller,DJPA
06/09/11,DJ pressetext.de: IPv6: Erfolgreicher Test fŸr neue Internet-Adressen - Gro§e Teilnehmer mit Ergebnissen des World IPv6 Day zufrieden,DJPA
06/08/11,VIDEO from Bing and Synaptic Digital: Bing Helps You Make Decisions with Your Facebook Friends,PRN
06/07/11,DJ pressetext.de: Firmen nutzen Facebook nicht nachhaltig - Kaum Platz fŸr _kologische und gesellschaftliche Verantwortung,DJPA
06/07/11,DJ pressetext.de: Gescheitert: Aus MySpace-Verkauf wird nichts - Angebote zu niedrig - Strategische Partnerschaft wahrscheinlich,DJPA
05/27/11,DJ pressetext.de: Social Entertainment: MySpace liegt goldrichtig - Totgesagte Plattform setzt auf lohnende Nische,DJPA
05/20/11,DJ pressetext.de: Facebook wird zum Religionsersatz - Experte: &34;Trotz Vernetzung mehr Vereinsamung&34;,DJPA
05/19/11,Time Spent on Facebook Turns Into Cash for College Students,PRN
05/18/11,DJ pressetext.de: Jeder Vierte macht Falschangaben im Web - Bitkom r_t im Sinne der Datensicherheit zum Flunkern,DJPA
05/17/11,DJ pressetext.de: Facebook verhindert Ferien ohne Facebook - Schweiz Tourismus: Enormes Echo dank Panne in Kampagne,DJPA
05/17/11,Create Custom Facebook¨ Tabs in Minutes With Fan Tabz From Fan Appz,PRN
05/15/11,DJ pressetext.de: Scheidungsanw_lte schnŸffeln auf Facebook - Social Networks ersetzen oft mŸhsame Detektivarbeit,DJPA
05/13/11,DJ pressetext.de: Game-Klassiker Civilization: Revival bei Facebook - Entwickler Sid Meier kommt mit Ÿberf_lligem Release in die G_nge,DJPA
05/11/11,Facebook Fans: There's a Poker Tournament Just for You Taking Place at Commerce Casino ,INW
05/05/11,SocialVibe Integrates with Facebook¨ Platform to Power Credits Program for Video Engagements,BW
05/05/11,DJ pressetext.de: Agentur Wunderman r_umt bei DMV…-Awards ab - Facebook-Fans gef_llt dm-drogeriemarkt-Kampagne am besten,DJPA
05/05/11,DJ pressetext.de: Facebook und Google werfen Auge auf Skype - Web-Telefoniedienst k_nnte abermals Besitzer wechseln,DJPA
05/02/11,Aeroplan Launches First Facebook Initiative to Celebrate 5th Anniversary of its Beyond Miles Program,CNW
05/02/11,National Survey Reveals Facebook Likes Eclipsing Review Sites Like Yelp,PRN
04/28/11,Battle Pirates From KIXEYE Officially Launches on Facebook Today ,INW
04/26/11,McAfee Security Offering on Facebook Expanded to 41 Countries,BW
04/26/11,Facebook Users Can Now Start Using Protection,PRN
04/25/11,New Facebook¨ Send Button Launched on Examiner.com,PRN
04/21/11,Research and Markets: Facebook Inc - Company Profile - 2011 Edition Covers Key Data on Product/Service Offering and Operational and Financial Data,BW
04/18/11,Release of Free Facebook Uploader from DVDVideoSoft,PRN
04/18/11,DJ pressetext.de: L_chrige Browser-Plugins werden zur Gefahr - 50 Prozent der Top 10 Sch_dlinge haben es auf Java-SicherheitslŸcken abgesehen,DJPA
04/14/11,"Kyodo News, 2 Partners Launch Online Site on Facebook for Donations from Abroad",PRN
04/13/11,DJ pressetext.de: Greenpeace-Gro§protest vor Facebook-Hauptquartier - UmweltschŸtzer fordern vollst_ndige Absage an Kohlekraft bis 2021,DJPA
04/08/11,DJ pressetext.de: Facebook-Posts: User m_gen sie kŸrzer als Tweets - Marken machen auf Pinnwand noch viel falsch,DJPA
04/07/11,"Facebook Launches Open Compute Project to Share Custom-Engineered, Highly Efficient Server and Data Center Technology With the World",PRN
04/05/11,Mobissimo Publishes Airfare Alerts on Facebook,BW
04/01/11,DJ pressetext.de: Facebook-User klagen Ÿber nervende Freunde - Social Network fŸr die meisten keine &34;heile Welt&34;,DJPA
04/01/11,"Ontario's Police Leaders Now on Twitter, Facebook, and Youtube",CNW
03/30/11,DJ pressetext.de: Facebook l_scht israelfeindliche &34;Intifada-Seite&34; - Betreiber riefen offen zur gewaltsamen Befreiung Pal_stinas auf,DJPA
03/28/11,DJ pressetext.de: Facebook testet Real-Time-Werbung - Status-Updates unmittelbar Futter fŸr Botschaften,DJPA
03/25/11,DJ pressetext.de: MySpace verliert zehn Mio. User in einem Monat - Nutzer rufen zu kollektivem Facebook-Umzug auf,DJPA
03/21/11,DJ pressetext.de: Iran nimmt anonyme Web-Aktivisten ins Visier - Beh_rden legen Tor-Netzwerk lahm - User k_nnten identifiziert werden,DJPA
03/15/11,DJ pressetext.de: Facebook plant Groupon-Konkurrenten - &34; Preisdruck bei Schn_ppchen-Portalen wird weiter wachsen&34;,DJPA
03/11/11,DJ pressetext.de: Facebook und Obama sagen Mobbing den Kampf an - Social Network stellt neues Sicherheitszentrum vor,DJPA
03/10/11,DJ pressetext.de: Facebook: Teenager zeigen Marken kalte Schulter - Junge User verschm_hen Online-Freundschaft zu Unternehmen,DJPA
03/10/11,The Story of Saab' Goes Social on Facebook,PRN
03/09/11,DJ pressetext.de: Facebook ist Scheidungshelfer Nummer eins - Vier von fŸnf Anw_lten nutzen Communitys zur Beweisfindung,DJPA
03/08/11,Context Optional and Websense Announce Partnership; Enhancing Security for Brands on Facebook,PRN
03/08/11,DJ pressetext.de: Facebook bringt Selbstmord-Alarm - Hilferufe der User sollen kŸnftig beantwortet werden,DJPA
03/07/11,Tenthwave Joins Facebook's¨ Preferred Developer Consultant Program,PRN
03/07/11,DJ pressetext.de: Angry Birds machen bald Facebook unsicher - Beliebtes Mobile Game attackiert CityVille und Co,DJPA
03/01/11,Digital Journal launches updated Comments plugin using Facebook(R) Platform,PRN
03/01/11,New Platform Allows Big Name Brands to Dramatically Increase Engagement of Facebook Fans and Twitter Followers,PRN
02/28/11,Hospitals Missing Opportunities on Facebook: Results of First Ever Study on How Hospitals Use Facebook,PRN
02/28/11,Buzz Snatching' Facebook Group Helps Small Business Owners Generate Free Publicity,PRN
02/27/11,Dentsu and Facebook¨ Announce Agreement to Support Advertisers in Japan,BW
02/25/11,SecretVideo Launches -- Enables Users to Send Video Messages Privately to Their Friends Using Facebook ,INW
02/24/11,"Facebook Factor' Inspires 52 Per Cent to Book a Holiday, Reports Skyscanner",BW
02/22/11,"DJ pressetext.de: Piraten-Oscar geht an Inception - Hollywood-Streifen 13,8 Mio. Mal illegal heruntergeladen",DJPA
02/20/11,DJ pressetext.de: Investoren fŸrchten zweite Dotcom-Blase - &34;Goldrausch&34; bei Internetunternehmen macht Anleger nerv_s,DJPA
02/17/11,DJ pressetext.de: Pl_tzchen vs. Rapper: Facebook-Like-Rekord gejagt - Backware und Musiker liefern sich Schlacht um Klicks,DJPA
02/17/11,Best U.S. President Qualified to Head Google or Facebook?,PRN
02/15/11,Social Networking Sites are Changing the Face of Patient Recruitment for Clinical Trials,PRN
02/14/11,AAdvantage Program Launches Facebook and Twitter Channels,PRN
02/14/11,"Art and Design Schools of Career Education Corporation Pledge Up to $5,000 to Ronald McDonald House Charities with Facebook Campaign",BW
02/11/11,"DJ pressetext.de: Facebook bringt Pages auf Vordermann - Seiten fŸr Unternehmen, Organisationen und KŸnstler generalŸberholt",DJPA
02/10/11,DJ pressetext.de: Social Games: Facebooks Massen noch unerreicht - Im Spielemarkt schlummert ungenutztes Potenzial,DJPA
02/09/11,INQ Phones Bring Facebook¨ to Life on Two New Social Mobiles,BW
02/08/11,DJ pressetext.de: Facebook: Vom Social Network zum Online-Puff - Prostituierte kurbeln Gesch_fte in sozialen Medien an,DJPA
02/02/11,DJ pressetext.de: …sterreichs Film dreht an seinem Standort - Vienna Film Commission wirbt um internationale Produktionen,DJPA
01/27/11,Facebook Overvalued at $50 Billion in Global Poll of Investors,BW
01/26/11,DJ pressetext.de: Niki Lauda entschuldigt sich fŸr Schwulen-Sager - Tausende Facebook-User hatten protestiert,DJPA
01/26/11,DJ pressetext.de: Goldesel: Twitter verdreifacht Werbeeinahmen - Experten prognostizieren Wachstum von 250 Mio. Dollar bis 2012,DJPA
01/25/11,DJ pressetext.de: Protest gegen Schwulen-Sager l_sst Niki Lauda kalt - Werbepartner ING-Diba: &34;Pers_nliche Meinung wird nicht kommentiert&34;,DJPA
01/24/11,DJ pressetext.de: Australien: Twitter wird zum Flutretter - Beh_rden kommunizieren im Hochwasser Ÿber Social Media,DJPA
01/21/11,Facebook Raises $1.5 Billion,PRN
01/19/11,Join XtoYsoft on Facebook to Win Blu-ray to iPod Ripper for Free,PRN
01/14/11,"DJ pressetext.de: Fotodienst: WochenrŸckblick 10. bis 14. Januar 2011 - Bundesverband Photovoltaic Austria, DMV…, PwC und Public Health PR",DJPA
01/10/11,"DJ pressetext.de: Kahlschlag: MySpace International vor dem Aus - Standorte Berlin, London und Sydney trifft Stellenabbau am h_rtesten",DJPA
01/04/11,DJ pressetext.de: Facebook auch 2011 ein Meta-Trend - Online-Marketing-Branche sieht weiteren Vormarsch des Unternehmens,DJPA
01/04/11,DJ pressetext.de: MySpace steht vor Kahlschlag - Konzernmutter News Corp greift nach Relaunch durch,DJPA
12/28/10,"DJ pressetext.de: RŸckblick 10: Mobiles Web erobert Massenmarkt - Apps, Social Media, Web-TV und Wikileaks-Streit als Trendthemen 2010",DJPA
12/23/10,DJ pressetext.de: Beste Online-Taktik: Social Media plus Newsletter - Begrenzte Reichweite von Unternehmenskan_len im Social Web,DJPA
12/20/10,DJ pressetext.de: Facebook gef_hrdet die professionelle Distanz - €rzte im Social Web zu sorglos mit Datenschutz,DJPA
12/13/10,Facebook Connect & Conduit Increase Game Play and Revenue for Come2Play,BW
11/29/10,DJ pressetext.de: Facebook: Profilbesucher-Anzeige als Datenfalle - Schurkische Apps locken erfolgreich mit nŸtzlichem Feature,DJPA
11/29/10,DJ pressetext.de: Werbung: Massive Investitionen in digitale Kan_le - Wirtschaft sucht nach neuen Modellen zur Erfolgsbewertung,DJPA
11/28/10,DJ pressetext.de: Online-Marketing: Interaktion wichtiger als Klicks - Informationsrelevanz orientiert sich an Interessen des &34;Social Graph&34;,DJPA
11/24/10,DJ pressetext.de: Facebook erh_lt Markenrecht fŸr &34;Face&34; - Patentamt stimmt Antrag zu - Nur noch Formalit_ten n_tig,DJPA
11/23/10,DJ pressetext.de: Facebook verliert sich im Kleinkrieg mit Lamebook - Goliath l_sst Muskeln spielen und Ÿbt Zensur,DJPA
11/19/10,DJ pressetext.de: Facebook arbeitet weiter am Internet im Internet - Mail-Funktion ist n_chstes Lockmittel in die geschlossene Community,DJPA
11/04/10,blurbIQ Inc. Takes E*TRADE's Talking Baby to the Next Level With Interactive Online Campaign,BW
10/29/10,Randi Zuckerberg of Facebook to Keynote CHA 2011 Winter Show,PRN
09/10/10,Richard Cooperstein Joins Board of Directors of sevenload,PRN
08/27/10,Facebook Accused of Misappropriating Likenesses of Teens for Profit,PRN
08/19/10,Renters Can Now Find a New Place to Live on Facebook¨ From Millions of Apartments,PRN
04/21/10,USA Network Launches Facebook(R) Social Plugins to Increase User Engagement and Interaction,PRN
04/09/10,Always Be Social by Blueye Creative Named One of Only Fifty Facebook(R) Preferred Developer Consultants Worldwide,PRN
05/26/09,Facebook Receives Investment From Digital Sky Technologies,PRNE
07/23/08,Facebook(R) Expands Power of Platform Across the Web and Around the World,PRNE
