NKTRdate,NKTRnews,NKTRsource
10/14/05,"MORNING UPDATE: Seven Summits Research issues alerts for UNH, NTAP, FDC, NKTR, and PGR...",PRN
10/13/05,Nektar Therapeutics Reports Exubera(R) Receives Positive Opinion from CHMP for the Treatment of Type 1 and Type 2 Diabetes,BW
10/05/05,"Chiron and Nektar Announce Initiation of Phase III Clinical Program Evaluating Tobramycin Inhalation Powder in Cystic Fibrosis Patients -- First of Two Pivotal Trials Begins, Second Planned for 2006<>Pocket-size TIP inhaler, with drug capsules (Photo: Business Wire)<>Pocket-size TIP inhaler (Photo: Business Wire)",BW
10/01/05,Nektar Therapeutics(NKTR-US) Schedules Q1 2006 Earnings Release for 10-May-2006,FCSTEV
09/29/05,Nektar Announces Inhaled Amphotericin B Product in Human Clinical Trials for Preventing Fatal Pulmonary Fungal Infections in Immunosuppressed Patients<>Nektar Therapeutics' inhaled amphotericin B product for preventing fatal pulmonary fungal infections in immunosuppressed patients is delivered in a pocket size inhaler. (Photo: Business Wire),BW
09/29/05,Nektar Announces Inhaled Antibiotics Product to Prevent Pneumonia in Mechanically-Ventilated Patients,BW
09/29/05,Baxter Announces Collaborations to Develop Longer Acting Forms of Blood Clotting Factors,PRN
09/29/05,Nektar and Baxter Collaborate to Develop Novel Longer-Acting Forms of Blood Clotting Factors,BW
09/27/05,Nektar Announces Exercise of Option to Purchase $40 Million of Convertible Subordinated Notes,BW
09/26/05,Nektar Therapeutics(NKTR-US) Schedules Investor Day for 29-September-2005 11:00 AM ET,FCSTEV
09/26/05,"Nektar to Webcast Investor Day Presentations on September 29, 2005",BW
09/22/05,Nektar Therapeutics Announces Private Offering of Convertible Subordinated Notes,BW
09/21/05,Nektar Therapeutics Announces Proposed Issuance of Convertible Subordinated Notes,BW
09/20/05,Nektar Therapeutics(NKTR-US) Schedules UBS Warburg Life Sciences Conference for 28-September-2005 8:30 AM ET,FCSTEV
09/14/05,"Nektar Therapeutics(NKTR-US) Schedules Merrill Lynch Global Pharmaceutical, Biotech & Medtech Conference for 16-September-2005 10:00 AM ET",FCSTEV
09/13/05,Advisory: Merrill Lynch to Webcast Nektar's Corporate Presentation,BW
09/12/05,"MORNING UPDATE: Seven Summits Research issues alerts for RFMD, NKTR, RMBS, ATVI, and BA",PRN
09/08/05,Nektar Announces Investor's Election to Acquire $8M of Nektar's Common Stock,BW
09/08/05,Nektar Reports That FDA Advisory Committee Recommends Approval of Exubera(R) for Use in Adults with Type 1 and Type 2 Diabetes,BW
09/08/05,Nektar Reports That Nasdaq Halted Trading of Nektar Common Stock Today; FDA Advisory Committee Meeting to Discuss Exubera(R) (Insulin (rDNA Origin) Powder for Oral Inhalation),BW
09/06/05,Nektar Therapeutics(NKTR-US) Schedules ThinkEquity Growth Conference for 12-September-2005 4:30 PM ET,FCSTEV
09/02/05,Advisory: ThinkEquity Partners LLC to Webcast Nektar's Corporate Presentation,BW
08/23/05,Nektar Therapeutics Selects MetricStream,INW
08/17/05,Nektar Closes $24 Million Common Stock Financing: Elects to Pay All Cash for Aerogen Acquisition,BW
08/16/05,Nektar Announces $24 Million Common Stock Financing,BW
08/15/05,Nektar to Acquire Aerogen to Broaden Pulmonary Technology Base and Strengthen Capabilities for Treatment in the Acute Care Setting,BW
08/04/05,Nektar Therapeutics(NKTR-US) Schedules Q2 2005 Earnings Call for 4-August-2005 5:00 PM ET,FCSTEV
08/04/05,Nektar Announces Second Quarter 2005 Results,BW
07/28/05,Advisory: Nektar Sets Announcement Date and Conference Call for Second Quarter 2005 Results,BW
07/28/05,Banc of America Securities to Webcast Nektar's Corporate Presentation,BW
07/26/05,Nektar Announces Newly-Created Diabetes Group and General Manager,BW
07/21/05,Nektar Therapeutics(NKTR-US) Schedules Banc of America Securities Specialty Pharmaceuticals Conference for 28-July-2005 12:45 PM ET,FCSTEV
07/21/05,Banc of America Securities to Webcast Nektar's Corporate Presentation,BW
07/11/05,Nektar Therapeutics(NKTR-US) Schedules Q4 2005 Earnings Release for 28-February-2006,FCSTEV
07/11/05,Nektar Therapeutics(NKTR-US) Schedules Q3 2005 Earnings Release for 3-November-2005,FCSTEV
07/11/05,Nektar Therapeutics(NKTR-US) Schedules Q2 2005 Earnings Release for 4-August-2005,FCSTEV
06/20/05,Nektar Therapeutics(NKTR-US) Schedules BIO International Convention for 20-June-2005 2:45 PM ET,FCSTEV
06/14/05,Nektar Reports that Pfizer Inc and sanofi-aventis Announce Data Presented at American Diabetes Association Scientific Sessions Support Exubera Efficacy and Safety Profile in Type 1 and Type 2 Diabetes,BW
06/06/05,Nektar Therapeutics(NKTR-US) Schedules Pacific Growth Equities Life Sciences Growth Investor Conference for 6-June-2005 12:30 PM ET,FCSTEV
06/02/05,Nektar Therapeutics(NKTR-US) Schedules Annual Stockholders Meeting for 2-June-2005 1:00 PM ET,FCSTEV
06/02/05,Advisory: Nektar Therapeutics to Webcast its 2005 Annual Meeting of Stockholders,BW
05/31/05,Advisory: Pacific Growth Equities to Webcast Nektar's Corporate Presentation,BW
05/24/05,Nektar Therapeutics(NKTR-US) Schedules UBS Global Specialty Pharmaceuticals Conference for 24-May-2005 4:00 PM ET,FCSTEV
05/18/05,Advisory: UBS Investment Bank to Webcast Nektar's Corporate Presentation,BW
05/18/05,Nektar Therapeutics(NKTR-US) Schedules Banc of America Health Care Conference for 18-May-2005 5:00 PM ET,FCSTEV
05/12/05,Advisory: Banc of America Securities to Webcast Nektar's Corporate Presentation,BW
05/09/05,Nektar Therapeutics(NKTR-US) Schedules Q1 2005 Earnings Call for 9-May-2005 5:00 PM ET,FCSTEV
05/09/05,Nektar Announces Appointment of Joseph Krivulka to its Board of Directors,BW
05/09/05,Nektar Announces First Quarter 2005 Results,BW
05/08/05,Nektar Therapeutics(NKTR-US) Schedules Q1 2005 Earnings Release for 9-May-2005,FCSTEV
05/05/05,Advisory: Nektar Sets Date and Conference Call for First Quarter 2005 Results,BW
05/04/05,Nektar Therapeutics(NKTR-US) Schedules Deutsche Bank Securities Health Care Conference for 4-May-2005 10:00 AM ET,FCSTEV
04/28/05,Advisory: Deutsche Bank to Webcast Nektar's Corporate Presentation,BW
03/31/05,Nektar Therapeutics(NKTR-US) Schedules Lehman Global Health Care Conference for 31-March-2005 11:15 AM ET,FCSTEV
03/24/05,Advisory: Lehman Brothers to Webcast Nektar's Corporate Presentation,BW
03/16/05,Nektar Therapeutics(NKTR-US) Schedules Cowen Health Care Conference for 16-March-2005 1:30 PM ET,FCSTEV
03/10/05,Advisory: SG Cowen to Webcast Nektar's Corporate Presentation,BW
03/04/05,"MORNING UPDATE: Man Securities Inc. Issues Alerts for DELL, AW, KSS, NKTR, and TTWO",PRN
03/02/05,Nektar Reports that Pfizer and The Sanofi-Aventis Group Seek Approval to Market Exubera in the United States,BW
03/01/05,Nektar Therapeutics(NKTR-US) Schedules Q4 2004 Earnings Call for 1-March-2005 5:00 PM ET,FCSTEV
03/01/05,Nektar Announces Financial Results for the Year and Fourth Quarter 2004,BW
03/01/05,Nektar Therapeutics(NKTR-US) Schedules Wells Fargo Health Care Conference for 1-March-2005 2:00 PM ET,FCSTEV
03/01/05,Nektar Therapeutics(NKTR-US) Schedules Suntrust Robinson Humphrey Conference for 1-March-2005 10:20 AM ET,FCSTEV
02/28/05,Nektar Therapeutics(NKTR-US) Schedules Q4 2004 Earnings Release for 1-March-2005,FCSTEV
02/23/05,Leerink Swann/MEDACorp to Webcast Nektar's Corporate Presentation,BW
02/23/05,Advisory: SunTrust Robinson Humphrey to Webcast Nektar's Question and Answer Session,BW
02/23/05,Nektar Therapeutics(NKTR-US) Schedules BIO CEO & Investor Conference for 23-February-2005 3:00 PM ET,FCSTEV
02/23/05,Advisory: Nektar Sets Date and Conference Call for Year and Fourth Quarter 2004 Results,BW
02/17/05,BIO CEO & Investor Conference to Webcast Nektar's Corporate Presentation,BW
02/09/05,Nektar Therapeutics(NKTR-US) Schedules Merrill Lynch Global Pharmaceutical Biotechnology and Medical Device Conference for 9-February-2005 3:00 PM ET,FCSTEV
02/01/05,"Merrill Lynch Global Pharmaceutical, Biotechnology and Medical Device Conference to Webcast Nektar's Corporate Presentation",BW
01/25/05,Bayer HealthCare and Nektar Therapeutics Collaborate to Develop Inhaleable Ciprofloxacin Therapy for Pseudomonas aeruginosa Infections in Cystic Fibrosis Patients,BW
01/24/05,Nektar and Zelos Announce Collaboration to Develop Inhaled Parathyroid Hormone Therapy for Osteoporosis,BW
12/17/04,Sixth Product Using Nektar Technology Approved in the U.S.,BW
12/07/04,Nektar Therapeutics(NKTR-US) Schedules Informed Investors Biotechnology & Healthcare Forum for 7-December-2004 4:00 PM ET,FCSTEV
12/02/04,"MORNING UPDATE: Man Securities issues alerts for RFMD, UTSI, SYMC, NKTR, and CI",PRN
12/01/04,"Forum Alert: Nektar Therapeutics Presentation at Informed Investors Biotechnology & Healthcare Stocks Forum at the Crowne Plaza in Foster City on Dec. 7, 2004, 1:00 pm PT",BW
12/01/04,Nektar Therapeutics(NKTR-US) Schedules The Lazard Life Sciences Conference for 1-December-2004 8:30 AM ET,FCSTEV
12/01/04,"Market Pulse Breaking News Alert for Wednesday, December 1, 2004: PKCY - Park City Group Targets Multi-Billion Dollar Asian Market With High Profile Customers and Patented Language Support Capability!",INW
11/22/04,Lazard Life Sciences Conference to Webcast Nektar's Corporate Presentation,BW
11/16/04,Nektar Therapeutics(NKTR-US) Schedules SG Cowen Healthcare Conference for 17-November-2004 2:35 AM ET,FCSTEV
11/11/04,SG Cowen 5th Annual Global Health Care Conference to Webcast Nektar's Corporate Presentation,BW
11/08/04,Nektar Therapeutics(NKTR-US) Schedules CIBC World Markets Health Care Conference for 8-November-2004 4:00 PM ET,FCSTEV
11/03/04,Nektar Therapeutics(NKTR-US) Schedules Q3 2004 Earnings Call for 3-November-2004 5:00 PM ET,FCSTEV
11/03/04,Nektar Announces Third Quarter 2004 Financial Results,BW
11/02/04,Nektar Therapeutics(NKTR-US) Schedules Q3 2004 Earnings Release for 3-November-2004,FCSTEV
11/02/04,CIBC World Markets Fifteenth Annual Healthcare Conference to Webcast Nektar Presentation,BW
10/20/04,ADVISORY: Nektar Sets Date and Conference Call for Third Quarter 2004 Results,BW
10/14/04,Chiron Presents Data on Tobramycin Powder for Inhalation at North American Cystic Fibrosis Conference,BW
09/27/04,Nektar Therapeutics(NKTR-US) Schedules UBS Global Life Science Conference for 27-September-2004 11:30 AM ET,FCSTEV
09/23/04,"Nektar Therapeutics(NKTR-US) Schedules Merrill Lynch Global Drug, Biotech and Medical Devices Conference for 23-September-2004 12:00 PM ET",FCSTEV
09/22/04,UBS Global Life Sciences Conference to Webcast Nektar Presentation,BW
09/21/04,"Merrill Lynch Global Drug, Biotech and Medical Devices Conference to Webcast Nektar Presentation",BW
09/20/04,"Nektar Reports That Pfizer and Eyetech Provide Regulatory Update on Macugen -- pegaptanib sodium injection; EU Filing Accepted, Filing in Canada Completed and Japanese Trial Underway",BW
09/09/04,Nektar Therapeutics(NKTR-US) Schedules BioCentury's NewsMakers in the Biotech Industry Investment Conference for 9-September-2004 4:30 PM ET,FCSTEV
09/07/04,"Law Offices Of Charles J. Piven, P.A. Announces Class Action Lawsuit Against Nektar Therapeutics -- NKTR",PMZ
09/07/04,"Schatz & Nobel, P.C. Announces Class Action Lawsuit Against Nektar Therapeutics",PRN
09/07/04,Nektar Reports that New Data on Exubera Showed Sustained Blood Glucose Control and Pulmonary Function in Patients With Type 2 Diabetes,BW
09/03/04,"Shareholder Class Action Filed Against Nektar Therapeutics by the Law Firm of Schiffrin & Barroway, LLP",PRN
09/02/04,NewsMakers in the Biotech Industry Investment Conference to Webcast Nektar Corporate Presentation,BW
08/27/04,Nektar Reports that FDA Advisory Committee Reviews Clinical Data of Eyetech/Pfizer Priority 1 NDA Submission for Macugen,BW
08/02/04,Nektar Therapeutics(NKTR-US) Schedules Q2 2004 Earnings Call for 2-August-2004 5:00 PM ET,FCSTEV
08/02/04,Nektar Announces Agreement with Pfizer to Use Nektar PEGylation Technology,BW
08/02/04,Nektar Announces Second Quarter 2004 Results,BW
08/01/04,Nektar Therapeutics(NKTR-US) Schedules Q2 2004 Earnings Release for 2-August-2004,FCSTEV
07/29/04,Nektar Therapeutics(NKTR-US) Schedules KBW Community Bank Investor Conference for 29-July-2004 2:15 PM ET,FCSTEV
07/22/04,Banc of America Securities 2004 Specialty Pharmaceuticals Conference to Webcast Nektar's Presentation,BW
07/19/04,Nektar Sets Date and Conference Call for Second Quarter 2004 Results,BW
06/14/04,Nektar Therapeutics to Webcast Its Annual Stockholders Meeting,BW
06/08/04,Pacific Growth Equities Life Sciences Growth Conference to Webcast Nektar's Presentation,BW
06/07/04,Nektar Reports That New Long-Term Safety and Efficacy Data on EXUBERA --Human Insulin Powder-- Presented at American Diabetes Association Scientific Sessions,BW
05/28/04,Friedman Billings Ramsey to Webcast Nektar Presentation at 8th Annual Growth Investor Conference,BW
05/20/04,UBS 2004 Global Specialty Pharmaceuticals Conference to Webcast Nektar's Presentation,BW
05/14/04,Banc of America Securities 2004 Health Care Conference to Webcast Nektar's Presentation,BW
05/07/04,Advisory: SunTrust to Webcast Nektar Corporate Update at Therapeutics Conference,BW
05/05/04,Nektar Therapeutics(NKTR-US) Schedules Q1 2004 Earnings Call for 5-May-2004 5:00 PM ET,FCSTEV
05/05/04,Nektar Announces Agreements with GlaxoSmithKline and Undisclosed Biotechnology Company,BW
05/05/04,Nektar Announces First Quarter 2004 Results,BW
04/28/04,Deutsche Bank Securities 2004 Health Care Conference to Webcast Nektar's Presentation,BW
04/21/04,ADVISORY: Nektar Sets Date and Conference Call for First Quarter 2004,BW
04/13/04,"Nektar Revises Accounting Treatment of Convertible Note Exchange Transactions; No Impact on Cash, Revenue, Operating Expenses, or Operating Loss",BW
04/01/04,Nektar Therapeutics Announces Details of Redemption of 6 3/4% Convertible Subordinated Debentures Due October 2006,BW
03/30/04,Nektar Therapeutics Announces Completion of Redemption of 3% Convertible Subordinated Notes Due June 2010,BW
03/09/04,Nektar Therapeutics Announces Details of Redemption of 3% Convertible Subordinated Notes due June 2010,BW
03/08/04,Nektar Therapeutics Announces Intention to Redeem 3% Convertible Subordinated Notes Due June 2010,BW
03/08/04,Nektar Therapeutics Announces Common Stock Public Offering,BW
03/08/04,"MORNING UPDATE: Man Securities Issues Alerts for AMAT, MCD, MER, NKTR, and PHM",PRN
03/04/04,Nektar Reports that Pfizer and Aventis Seek Approval to Market Exubera in Europe,BW
03/03/04,SG Cowen 24th Annual Health Care Conference to Webcast Nektar's Corporate Presentation,BW
02/27/04,Lehman Brothers Seventh Annual Global Healthcare Conference to Webcast Nektar's Corporate Presentation,BW
02/20/04,CORRECTING and REPLACING BIO CEO & Investor Conference to Webcast Nektar's Corporate Presentation,BW
02/02/04,Nektar Therapeutics(NKTR-US) Schedules Q4 2003 Earnings Call for 2-February-2004 5:00 PM ET,FCSTEV
02/02/04,Nektar Announces Financial Results for the Year and Fourth Quarter 2003,BW
02/02/04,Nektar Discloses Collaboration with Roche for CERA,BW
01/28/04,"Merrill Lynch Global Pharmaceutical, Biotechnology and Medical Device Conference to Webcast Nektar's Corporate Presentation",BW
01/21/04,ADVISORY: Nektar Sets Date and Conference Call for Year and Fourth Quarter 2003,BW
01/06/04,Nektar Announces Appointment of Susan Wang to its Board of Directors,BW
11/06/03,CIBC Annual Healthcare Conference to Webcast Nektar's Corporate Presentation,BW
11/05/03,Nektar Therapeutics(NKTR-US) Schedules Q3 2003 Earnings Call for 5-November-2003 5:00 PM ET,FCSTEV
11/05/03,Nektar Announces Third Quarter 2003 Results,BW
10/27/03,Data Presented by Nektar Therapeutics Show Broad Applications for Its Drug Delivery Technologies,BW
10/23/03,Nektar Sets Date and Conference Call for Third Quarter 2003 Financial Results,BW
09/16/03,UBS GLOBAL LIFE SCIENCES CONFERENCE TO WEBCAST NEKTAR'S CORPORATE PRESENTATION,BW
08/06/03,Nektar Therapeutics(NKTR-US) Schedules Q2 2003 Earnings Call for 6-August-2003 5:00 PM ET,FCSTEV
08/06/03,NEKTAR ANNOUNCES SECOND QUARTER 2003 RESULTS,BW
07/30/03,NEKTAR ANNOUNCES EXERCISE OF OPTION TO PURCHASE $10 MILLION OF CONVERTIBLE SUBORDINATED NOTES,BW
07/22/03,NEKTAR SETS DATE AND CONFERENCE CALL FOR SECOND QUARTER 2003 FINANCIAL RESULTS,BW
07/01/03,GENETIC ENGINEERING NEWS REPORTS ADVANCES IN DRUG DELIVERY TECHNOLOGIES,BW
06/25/03,NEKTAR THERAPEUTICS ANNOUNCES OFFERING OF CONVERTIBLE SUBORDINATED NOTES,BW
06/23/03,NEKTAR THERAPEUTICS ANNOUNCES PROPOSED ISSUANCE OF CONVERTIBLE SUBORDINATED NOTES,BW
06/16/03,NEKTAR REPORTS ON PHASE III EXUBERA DATA THAT SHOW BETTER GLYCEMIC CONTROL COMPARED WITH ROSIGLITAZONE IN TYPE 2 DIABETES PATIENTS,BW
06/03/03,NEKTAR THERAPEUTICS TO WEBCAST ITS ANNUAL STOCKHOLDERS MEETING,BW
05/30/03,UBS WARBURG GLOBAL SPECIALTY PHARMACEUTICALS CONFERENCE TO WEBCAST NEKTAR'S CORPORATE PRESENTATION,BW
05/22/03,FRIEDMAN BILLINGS RAMSEY 7TH ANNUAL TECHNOLOGY AND GROWTH INVESTOR CONFERENCE TO WEBCAST NEKTAR'S CORPORATE PRESENTATION,BW
05/15/03,CDI Innovantage Wins Contract With Nektar,PRN
05/13/03,ENZON PHARMACEUTICALS REPORTS THIRD QUARTER FINANCIAL RESULTS; TOTAL REVENUES INCREASE BY 118% AND PHASE II CLINICAL TRIALS INITIATED FOR PROTHECAN IN GASTRIC CANCER,BW
04/30/03,DEUTSCHE BANK 28TH ANNUAL HEALTH CARE CONFERENCE TO WEBCAST NEKTAR'S CORPORATE PRESENTATION,BW
04/22/03,NETKAR ANNOUNCES FIRST QUARTER 2003 RESULTS,BW
04/15/03,NEKTAR SETS DATE AND CONFERENCE CALL FOR FIRST QUARTER 2003 FINANCIAL RESULTS,BW
